"","...1","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"278",41,44907,"5AA",1312.9,21.445,-1.994,-1.994,"ALA",-2.42415,-1.75656448863633
"279",42,44907,"5AA",1433.3,11.701,-1.326,-1.326,"VAL",-1.75615,-0.747700284091018
"280",43,44907,"5AA",1570.4,18.472,13.993,13.993,"NOR",13.56285,15.044397443182
"281",44,44907,"5AA",2122.4,12.25,-4.005,-4.005,"GLU",-4.43515,-3.16059630681804
"282",45,44907,"5AA",2228.1,11.363,-4.747,-4.747,"PHE",-5.17715,-5.20886732954545
"283",46,44908,"5AA",1318,20.082,-2.299,-2.299,"ALA",-2.72915,-2.00618352272725
"284",47,44908,"5AA",1438.5,12.202,-1.701,-1.701,"VAL",-2.13115,-1.09603693181815
"285",48,44908,"5AA",1574.8,17.23,13.505,13.505,"NOR",13.07485,14.6272676136367
"286",49,44908,"5AA",2127.8,12.219,-3.892,-3.892,"GLU",-4.32215,-3.01211988636363
"287",50,44908,"5AA",2232.5,12.976,-4.544,-4.544,"PHE",-4.97415,-5.01495284090905
"288",1,44910,"5AA",1281,32.909,-0.755,-0.755,"ALA",-1.18515,-1.56778761061948
"289",2,44910,"5AA",1401.1,20.566,-0.638,-0.638,"VAL",-1.06815,-0.701738938053079
"290",3,44910,"5AA",1539.5,36.633,14.677,14.677,"NOR",14.24685,14.4474225663717
"291",4,44910,"5AA",2076.2,19.479,-3.027,-3.027,"GLU",-3.45715,-2.95793362831832
"292",5,44910,"5AA",2190.5,17.823,-4.618,-4.618,"PHE",-5.04815,-4.99736946902614
"293",6,44911,"5AA",1281.6,30.932,-0.861,-0.861,"ALA",-1.29115,-1.67031415929205
"294",7,44911,"5AA",1401.8,19.046,-0.574,-0.574,"VAL",-1.00415,-0.645084070796489
"295",8,44911,"5AA",1540.1,34.079,14.773,14.773,"NOR",14.34285,14.5333384955753
"296",9,44911,"5AA",2077,18.623,-3.16,-3.16,"GLU",-3.59015,-3.13250442477861
"297",10,44911,"5AA",2191.4,17.221,-4.578,-4.578,"PHE",-5.00815,-5.00554203539785
"298",11,44912,"13_K_3",1270.3,5.593,20.699,20.699,"ALA",20.26885,19.8931592920354
"299",12,44912,"13_K_3",1393.4,2.996,20.385,20.385,"VAL",19.95485,20.3065707964602
"300",13,44912,"13_K_3",1522.1,2.571,14.03,14.03,"NOR",13.59985,13.7802544247788
"301",14,44912,"13_K_3",2056.6,4.821,20.585,20.585,"GLU",20.15485,20.5709247787613
"302",15,44912,"13_K_3",2171.7,1.771,2.07,2.07,"PHE",1.63985,1.59428539823045
"303",16,44913,"13_K_3",1269.7,5.298,20.666,20.666,"ALA",20.23585,19.8636327433628
"304",17,44913,"13_K_3",1392.8,2.893,20.181,20.181,"VAL",19.75085,20.0952256637168
"305",18,44913,"13_K_3",1521.3,2.403,14.332,14.332,"NOR",13.90185,14.0721703539823
"306",19,44913,"13_K_3",2055.1,4.458,21.058,21.058,"GLU",20.62785,21.002353982301
"307",20,44913,"13_K_3",2170.5,1.606,1.682,1.682,"PHE",1.25185,1.15811283185875
"308",21,44914,"13_K_3",1270.1,5.116,20.549,20.549,"ALA",20.11885,19.7501061946902
"309",22,44914,"13_K_3",1393.2,2.835,19.225,19.225,"VAL",18.79485,19.1318805309735
"310",23,44914,"13_K_3",1521.7,2.336,14.337,14.337,"NOR",13.90685,14.0670862831859
"311",24,44914,"13_K_3",2056.1,4.296,20.977,20.977,"GLU",20.54685,20.879783185841
"312",25,44914,"13_K_3",2171.7,1.492,1.23,1.23,"PHE",0.79985,0.657940265487041
"313",26,44925,"5AA",1306.5,25.285,-0.62,-0.62,"ALA",-1.05015,-1.38068584070798
"314",27,44925,"5AA",1426.8,14.88,-0.362,-0.362,"VAL",-0.79215,-0.535915929203546
"315",28,44925,"5AA",1564.6,23.565,14.742,14.742,"NOR",14.31185,14.3611615044248
"316",29,44925,"5AA",2113.8,15.548,-2.475,-2.475,"GLU",-2.90515,-3.0294955752211
"317",30,44925,"5AA",2220.8,14.098,-3.985,-3.985,"PHE",-4.41515,-5.08695796460171
"318",31,44926,"5AA",1314,24.952,-1.064,-1.064,"ALA",-1.49415,-1.82121238938054
"319",32,44926,"5AA",1434.4,14.921,-0.616,-0.616,"VAL",-1.04615,-0.797261061946899
"320",33,44926,"5AA",1571.5,22.318,14.989,14.989,"NOR",14.55885,14.5980774336283
"321",34,44926,"5AA",2124.3,14.967,-2.452,-2.452,"GLU",-2.88215,-3.04806637168139
"322",35,44926,"5AA",2229.6,13.983,-3.776,-3.776,"PHE",-4.20615,-4.92613053097341
"323",1,44927,"5AA",1277.4,26.397,-1.045,-1.045,"ALA",-1.47515,-1.66398814229285
"324",2,44927,"5AA",1398.6,17.361,-1.004,-1.004,"VAL",-1.43415,-0.915978260870243
"325",3,44927,"5AA",1535.7,29.411,14.715,14.715,"NOR",14.28485,14.409223320158
"326",4,44927,"5AA",2071,15.491,-2.736,-2.736,"GLU",-3.16615,-2.77670553359765
"327",5,44927,"5AA",2186.3,14.561,-4.709,-4.709,"PHE",-5.13915,-4.76374901185785
"328",6,44929,"5AA",1279.1,25.662,-0.913,-0.913,"ALA",-1.34315,-1.61443083003991
"329",7,44929,"5AA",1400.1,16.849,-0.478,-0.478,"VAL",-0.90815,-0.498456521739803
"330",8,44929,"5AA",1537.4,29.359,14.853,14.853,"NOR",14.42285,14.5212193675888
"331",9,44929,"5AA",2072.4,15.946,-3.178,-3.178,"GLU",-3.60815,-3.34336561264906
"332",10,44929,"5AA",2187.8,14.383,-5.034,-5.034,"PHE",-5.46415,-5.28845256917005
"333",11,44930,"04_K_3",1276.4,15.379,23.788,23.788,"ALA",23.35785,23.0453478260866
"334",12,44930,"04_K_3",1397.4,6.066,19.566,19.566,"VAL",19.13585,19.4913043478254
"335",13,44930,"04_K_3",1525.1,4.912,13.265,13.265,"NOR",12.83485,12.9202173913043
"336",14,44930,"04_K_3",2060.9,8.088,24.553,24.553,"GLU",24.12285,24.3253043478255
"337",15,44930,"04_K_3",2171.3,2.01,5.348,5.348,"PHE",4.91785,4.99369565217339
"338",16,44931,"04_K_3",1275.9,14.674,23.917,23.917,"ALA",23.48685,23.133126482213
"339",17,44931,"04_K_3",1397.2,6.335,18.526,18.526,"VAL",18.09585,18.3970652173906
"340",18,44931,"04_K_3",1525.1,6.546,14.172,14.172,"NOR",13.74185,13.8142154150197
"341",19,44931,"04_K_3",2060.7,7.584,24.951,24.951,"GLU",24.52085,24.6609743082995
"342",20,44931,"04_K_3",2171.3,1.832,3.196,3.196,"PHE",2.76585,2.74184387351774
"343",21,44932,"04_K_3",1275.5,13.768,24.015,24.015,"ALA",23.58485,23.1899051383395
"344",22,44932,"04_K_3",1396.7,6.791,16.87,16.87,"VAL",16.43985,16.6868260869563
"345",23,44932,"04_K_3",1524.4,6.545,14.02,14.02,"NOR",13.58985,13.6492134387351
"346",24,44932,"04_K_3",2060.1,7.238,24.542,24.542,"GLU",24.11185,24.1896442687741
"347",25,44932,"04_K_3",2170.7,1.655,3.558,3.558,"PHE",3.12785,3.00399209486118
"348",26,44933,"04_E_3",1272.4,7.772,22.895,22.895,"ALA",22.46485,22.028683794466
"349",27,44933,"04_E_3",1394.4,5.037,16.225,16.225,"VAL",15.79485,15.9875869565215
"350",28,44933,"04_E_3",1523,2.42,14.629,14.629,"NOR",14.19885,14.2452114624505
"351",29,44933,"04_E_3",2057.2,4.954,21.814,21.814,"GLU",21.38385,21.3993142292486
"352",30,44933,"04_E_3",2170.7,1.347,3.367,3.367,"PHE",2.93685,2.71314031620554
"353",31,44934,"04_E_3",1272.2,7.204,22.964,22.964,"ALA",22.53385,22.0564624505924
"354",32,44934,"04_E_3",1394.2,5.07,15.657,15.657,"VAL",15.22685,15.3653478260868
"355",33,44934,"04_E_3",1522.8,2.225,15.917,15.917,"NOR",15.48685,15.520209486166
"356",34,44934,"04_E_3",2057,4.601,21.859,21.859,"GLU",21.42885,21.3819841897227
"357",35,44934,"04_E_3",2170.5,1.224,2.86,2.86,"PHE",2.42985,2.10628853754898
"358",36,44935,"04_E_3",1272.6,6.896,22.472,22.472,"ALA",22.04185,21.5232411067189
"359",37,44935,"04_E_3",1394.7,4.045,13.258,13.258,"VAL",12.82785,12.912108695652
"360",38,44935,"04_E_3",1523.2,2.149,15.469,15.469,"NOR",15.03885,15.0592075098814
"361",39,44935,"04_E_3",2057.2,4.274,21.502,21.502,"GLU",21.07185,20.9626541501972
"362",40,44940,"01_W_3",1277.8,12.95,23.529,23.529,"ALA",23.09885,22.3741343873515
"363",41,44940,"01_W_3",1398.8,8.812,13.846,13.846,"VAL",13.41585,13.2289130434781
"364",42,44940,"01_W_3",1523.4,1.352,13.212,13.212,"NOR",12.78185,12.7371976284584
"365",43,44940,"01_W_3",2064.3,7.286,23.264,23.264,"GLU",22.83385,22.4130039525689
"366",44,44940,"01_W_3",2172.3,1.598,7.11,7.11,"PHE",6.67985,5.75717786561237
"367",45,44941,"01_W_3",1279.9,12.859,23.48,23.48,"ALA",23.04985,22.2839130434779
"368",46,44941,"01_W_3",1400.9,6.051,12.511,12.511,"VAL",12.08085,11.8396739130433
"369",47,44941,"01_W_3",1525.7,3.343,9.567,9.567,"NOR",9.13685,9.0791956521739
"370",48,44941,"01_W_3",2067.6,7.314,22.809,22.809,"GLU",22.37885,21.8956739130429
"371",49,44941,"01_W_3",2175.5,1.62,7.87,7.87,"PHE",7.43985,6.41732608695672
"372",50,44942,"01_W_3",1280.5,13.291,23.902,23.902,"ALA",23.47185,22.6646916996044
"373",51,44942,"01_W_3",1401.8,7.297,14.802,14.802,"VAL",14.37185,14.0764347826085
"374",52,44942,"01_W_3",1526.5,4.936,13.998,13.998,"NOR",13.56785,13.4971936758893
"375",53,44942,"01_W_3",2069.1,7.191,23.355,23.355,"GLU",22.92485,22.3793438735175
"376",54,44942,"01_W_3",2176.7,1.608,8.818,8.818,"PHE",8.38785,7.26547430830016
"377",55,44943,"5AA",1285.8,19.849,-0.091,-0.091,"ALA",-0.52115,-1.36952964426912
"378",56,44943,"5AA",1406.8,12.202,0.455,0.455,"VAL",0.02485,-0.324804347826272
"379",57,44943,"5AA",1544.5,22.414,15.181,15.181,"NOR",14.75085,14.6671916996047
"380",58,44943,"5AA",2083.9,12.113,-2.027,-2.027,"GLU",-2.45715,-3.06498616600847
"381",59,44943,"5AA",2197,11.164,-3.239,-3.239,"PHE",-3.66915,-4.89137747035549
"382",60,44944,"01_K_2",1287.4,10.8,23.337,23.337,"ALA",22.90685,22.0172490118574
"383",61,44944,"01_K_2",1409.5,6.343,13.178,13.178,"VAL",12.74785,12.3439565217389
"384",62,44944,"01_K_2",1535.7,2.425,16.592,16.592,"NOR",16.16185,16.0651897233201
"385",63,44944,"01_K_2",2081.4,6.191,22.366,22.366,"GLU",21.93585,21.2656837944661
"386",64,44944,"01_K_2",2188,1.648,7.02,7.02,"PHE",6.58985,5.26777075098796
"387",65,44945,"01_K_2",1292,10.196,22.78,22.78,"ALA",22.34985,21.4190276679838
"388",66,44945,"01_K_2",1414.1,7.134,14.575,14.575,"VAL",14.14485,13.6867173913042
"389",67,44945,"01_K_2",1540.5,5.45,14.182,14.182,"NOR",13.75185,13.6421877470356
"390",68,44945,"01_K_2",2088.5,5.933,23.118,23.118,"GLU",22.68785,21.9553537549401
"391",69,44945,"01_K_2",2194.1,1.592,8.52,8.52,"PHE",8.08985,6.66791897233231
"392",70,44946,"01_K_2",1297.7,9.864,22.755,22.755,"ALA",22.32485,21.3528063241103
"393",71,44946,"01_K_2",1419.5,6.123,12.719,12.719,"VAL",12.28885,11.7764782608694
"394",72,44946,"01_K_2",1546.2,3.82,12.01,12.01,"NOR",11.57985,11.4571857707509
"395",73,44946,"01_K_2",2096.1,6.016,22.177,22.177,"GLU",21.74685,20.9520237154146
"396",74,44946,"01_K_2",2200.4,1.533,9.081,9.081,"PHE",8.65085,7.12906719367575
"397",75,44947,"5AA",1307.1,18.426,-0.151,-0.151,"ALA",-0.58115,-1.59441501976301
"398",76,44947,"5AA",1428.3,11.067,0.507,0.507,"VAL",0.07685,-0.489760869565393
"399",77,44947,"5AA",1565.6,18.571,15.043,15.043,"NOR",14.61285,14.4771837944663
"400",78,44947,"5AA",2115.3,11.84,-1.485,-1.485,"GLU",-1.91515,-2.77230632411083
"401",79,44947,"5AA",2222.7,10.785,-3.156,-3.156,"PHE",-3.58615,-5.2077845849799
"402",80,44948,"5AA",1315.7,17.46,-0.323,-0.323,"ALA",-0.75315,-1.80763636363654
"403",81,44948,"5AA",1436.9,11.132,-0.07,-0.07,"VAL",-0.50015,-1.12100000000017
"404",82,44948,"5AA",1573.1,16.459,14.929,14.929,"NOR",14.49885,14.3501818181817
"405",83,44948,"5AA",2127,11.454,-1.903,-1.903,"GLU",-2.33315,-3.25263636363676
"406",84,44948,"5AA",2232.3,10.414,-2.717,-2.717,"PHE",-3.14715,-4.86863636363645
"407",1,44949,"5AA",1282.6,38.593,-0.824,-0.824,"ALA",-1.25415,-1.51057102272796
"408",2,44949,"5AA",1403.2,25.027,-0.961,-0.961,"VAL",-1.39115,-0.803199715909389
"409",3,44949,"5AA",1541.8,42.535,14.768,14.768,"NOR",14.33785,14.174979261365
"410",4,44949,"5AA",2079.3,22.249,-2.913,-2.913,"GLU",-3.34315,-2.70736875000096
"411",5,44949,"5AA",2193.5,21.952,-4.468,-4.468,"PHE",-4.89815,-4.90778267045527
"412",6,44950,"5AA",1282.8,36.845,-0.691,-0.691,"ALA",-1.12115,-1.41442613636416
"413",7,44950,"5AA",1403.4,24.315,-0.783,-0.783,"VAL",-1.21315,-0.662498295454838
"414",8,44950,"5AA",1542,40.615,14.615,14.615,"NOR",14.18485,14.1015755681831
"415",9,44950,"5AA",2079.3,20.163,-3.183,-3.183,"GLU",-3.61315,-3.04001250000096
"416",10,44950,"5AA",2193.7,19.435,-4.414,-4.414,"PHE",-4.84415,-4.90119602272781
"417",11,44951,"5AA",1283.3,34.369,-1.046,-1.046,"ALA",-1.47615,-1.80628125000058
"418",12,44951,"5AA",1403.9,23.029,-0.721,-0.721,"VAL",-1.15115,-0.637796875000288
"419",13,44951,"5AA",1542.4,38.866,14.631,14.631,"NOR",14.20085,14.1971718750012
"420",14,44951,"5AA",2080,19.943,-3.338,-3.338,"GLU",-3.76815,-3.25765625000097
"421",15,44951,"5AA",2194.1,19.563,-4.604,-4.604,"PHE",-5.03415,-5.13860937500081
"422",16,44952,"10_E_2",1267.6,2.806,22.634,22.634,"ALA",22.20385,21.836863636363
"423",17,44952,"10_E_2",1391.7,1.77,23.289,23.289,"VAL",22.85885,23.3349045454543
"424",18,44952,"10_E_2",1521.9,3.101,15.395,15.395,"NOR",14.96485,15.0407681818192
"425",19,44952,"10_E_2",2049.2,2.618,22.333,22.333,"GLU",21.90285,22.350699999999
"426",20,44952,"10_E_2",2170,1.613,5.038,5.038,"PHE",4.60785,4.45597727272665
"427",21,44953,"10_E_2",1268.2,2.742,22.918,22.918,"ALA",22.48785,22.0840085227268
"428",22,44953,"10_E_2",1392.4,1.675,23.953,23.953,"VAL",23.52285,23.9616059659088
"429",23,44953,"10_E_2",1522.4,3.044,16.29,16.29,"NOR",15.85985,16.0153644886373
"430",24,44953,"10_E_2",2049.9,2.555,22.049,22.049,"GLU",21.61885,22.0040562499995
"431",25,44953,"10_E_2",2170.5,1.562,4.651,4.651,"PHE",4.22085,4.02156392045411
"432",26,44954,"10_E_2",1267.6,2.64,23.221,23.221,"ALA",22.79085,22.3501534090904
"433",27,44954,"10_E_2",1391.7,2.777,17.561,17.561,"VAL",17.13085,17.5323073863634
"434",28,44954,"10_E_2",1521.9,2.915,16.641,16.641,"NOR",16.21085,16.4459607954554
"435",29,44954,"10_E_2",2049,2.43,21.836,21.836,"GLU",21.40585,21.7284124999995
"436",30,44954,"10_E_2",2169.8,1.482,4.514,4.514,"PHE",4.08385,3.83715056818111
"437",31,44955,"10_E_3",1270.9,5.792,22.626,22.626,"ALA",22.19585,21.7182982954542
"438",32,44955,"10_E_3",1393.6,3.761,15.172,15.172,"VAL",14.74185,15.1060088068179
"439",33,44955,"10_E_3",1523.2,3.185,14.958,14.958,"NOR",14.52785,14.8425571022739
"440",34,44955,"10_E_3",2055.9,4.673,23.486,23.486,"GLU",23.05585,23.3157687499995
"441",35,44955,"10_E_3",2171.1,1.611,3.293,3.293,"PHE",2.86285,2.56873721590857
"442",36,44956,"10_E_3",1270.3,5.237,22.775,22.775,"ALA",22.34485,21.8304431818178
"443",37,44956,"10_E_3",1393.2,3.694,14.426,14.426,"VAL",13.99585,14.3227102272725
"444",38,44956,"10_E_3",1523,2.829,15.657,15.657,"NOR",15.22685,15.621153409092
"445",39,44956,"10_E_3",2055.3,4.252,23.325,23.325,"GLU",22.89485,23.0921249999994
"446",40,44956,"10_E_3",2170.7,1.429,2.863,2.863,"PHE",2.43285,2.09132386363602
"447",41,44957,"10_E_3",1270.3,5.086,22.736,22.736,"ALA",22.30585,21.7545880681814
"448",42,44957,"10_E_3",1393,3.729,13.792,13.792,"VAL",13.36185,13.651411647727
"449",43,44957,"10_E_3",1522.8,2.697,15.033,15.033,"NOR",14.60285,15.0767497159101
"450",44,44957,"10_E_3",2055.3,4.034,23.999,23.999,"GLU",23.56885,23.7034812499994
"451",45,44957,"10_E_3",2170.9,1.347,2.819,2.819,"PHE",2.38885,1.99991051136303
"452",46,44958,"5AA",1283.7,33.108,-0.948,-0.948,"ALA",-1.37815,-1.96626704545484
"453",47,44958,"5AA",1404.1,20.66,-0.53,-0.53,"VAL",-0.96015,-0.707886931818436
"454",48,44958,"5AA",1542.8,35.357,15.452,15.452,"NOR",15.02185,15.5753460227281
"455",49,44958,"5AA",2081.2,19.033,-3.008,-3.008,"GLU",-3.43815,-3.36616250000056
"456",50,44958,"5AA",2194.9,20.294,-4.29,-4.29,"PHE",-4.72015,-5.15650284090952
"457",51,44962,"07_K_2",1270.1,3.724,22.365,22.365,"ALA",21.93485,21.1993124999997
"458",52,44962,"07_K_2",1394,2.804,18.316,18.316,"VAL",17.88585,17.9889187499998
"459",53,44962,"07_K_2",1523.4,3.094,18.061,18.061,"NOR",17.63085,18.5027312500004
"460",54,44962,"07_K_2",2052.8,2.407,20.558,20.558,"GLU",20.12785,19.9492624999994
"461",55,44962,"07_K_2",2171.9,1.238,4.713,4.713,"PHE",4.28285,3.65684374999941
"462",56,44963,"07_K_2",1271.1,3.638,22.435,22.435,"ALA",22.00485,21.2324573863633
"463",57,44963,"07_K_2",1394.9,2.12,22.845,22.845,"VAL",22.41485,22.4806201704543
"464",58,44963,"07_K_2",1524.4,2.995,17.407,17.407,"NOR",16.97685,17.928327556819
"465",59,44963,"07_K_2",2054.9,2.349,21.422,21.422,"GLU",20.99185,20.7506187499999
"466",60,44963,"07_K_2",2173.6,1.207,9.463,9.463,"PHE",9.03285,8.35943039772686
"467",61,44964,"07_K_2",1274.1,3.492,23.214,23.214,"ALA",22.78385,21.9746022727271
"468",62,44964,"07_K_2",1397.8,2.07,21.964,21.964,"VAL",21.53385,21.5623215909089
"469",63,44964,"07_K_2",1527.4,2.956,17.238,17.238,"NOR",16.80785,17.838923863637
"470",64,44964,"07_K_2",2059.7,2.22,20.319,20.319,"GLU",19.88885,19.5849749999999
"471",65,44964,"07_K_2",3132.5,27.703,0.046,0.046,"REF",-0.38415,-0.38415
"472",66,44965,"5AA",1291.2,29.418,-0.001,-0.001,"ALA",-0.43115,-1.27725284090933
"473",67,44965,"5AA",1411.6,18.726,0.249,0.249,"VAL",-0.18115,-0.189976988636583
"474",68,44965,"5AA",1550.6,33.864,15.191,15.191,"NOR",14.76085,15.8715201704551
"475",69,44965,"5AA",2092.9,18.24,-2.122,-2.122,"GLU",-2.55215,-2.91866875000015
"476",70,44965,"5AA",2204.5,20.155,-3.792,-3.792,"PHE",-4.22215,-4.99039630681868
"477",71,44966,"04_W_3",1289.5,15.527,24.597,24.597,"ALA",24.16685,23.2838920454543
"478",72,44966,"04_W_3",1411,9.705,14.592,14.592,"VAL",14.16185,14.115724431818
"479",73,44966,"04_W_3",1537,4.791,17.921,17.921,"NOR",17.49085,18.6811164772732
"480",74,44966,"04_W_3",2083.7,9.065,24.609,24.609,"GLU",24.17885,23.7496874999998
"481",75,44966,"04_W_3",2187.2,2.057,7.764,7.764,"PHE",7.33385,6.51819034090878
"482",76,44967,"04_W_3",1293.1,14.463,24.437,24.437,"ALA",24.00685,23.0870369318181
"483",77,44967,"04_W_3",1414.7,8.953,14.333,14.333,"VAL",13.90285,13.8194258522727
"484",78,44967,"04_W_3",1541.4,4.172,17.882,17.882,"NOR",17.45185,18.7217127840913
"485",79,44967,"04_W_3",2090.2,8.075,23.882,23.882,"GLU",23.45185,22.9600437499998
"486",80,44967,"04_W_3",2192.6,1.819,7.951,7.951,"PHE",7.52085,6.65777698863624
"487",81,44968,"04_W_3",1298.9,13.658,23.906,23.906,"ALA",23.47585,22.5191818181816
"488",82,44968,"04_W_3",1420.6,2.669,18.768,18.768,"VAL",18.33785,18.2171272727273
"489",83,44968,"04_W_3",1547.2,3.953,18.134,18.134,"NOR",17.70385,19.0533090909093
"490",84,44968,"04_W_3",2098.4,7.899,23.938,23.938,"GLU",23.50785,22.9533999999998
"491",85,44968,"04_W_3",2199.5,1.782,9.208,9.208,"PHE",8.77785,7.86736363636324
"492",86,44969,"5AA",1310.6,28.676,0.155,0.155,"ALA",-0.27515,-1.26867329545478
"493",87,44969,"5AA",1431.2,21.461,0.008,0.008,"VAL",-0.42215,-0.580171306818155
"494",88,44969,"5AA",1569.2,31.287,13.117,13.117,"NOR",12.68685,14.1159053977274
"495",89,44969,"5AA",2120.9,17.57,-1.691,-1.691,"GLU",-2.12115,-2.73824375000018
"496",90,44969,"5AA",2227.5,16.688,-3.373,-3.373,"PHE",-3.80315,-4.7610497159093
"497",91,44970,"5AA",1319.6,26.897,-0.566,-0.566,"ALA",-0.99615,-2.02652840909097
"498",92,44970,"5AA",1440.2,21.412,-0.483,-0.483,"VAL",-0.91315,-1.1084698863636
"499",93,44970,"5AA",1577.5,31.531,12.28,12.28,"NOR",11.84985,13.3585017045455
"500",94,44970,"5AA",2132.8,17.017,-2.156,-2.156,"GLU",-2.58615,-3.26588750000018
"501",95,44970,"5AA",2237.3,16.158,-3.737,-3.737,"PHE",-4.16715,-5.17246306818184
"502",1,45187,"5AA",1278.5,31.856,-0.727,-0.727,"ALA",-1.15715,-1.45852471590966
"503",2,45187,"5AA",1399.3,20.328,-0.954,-0.954,"VAL",-1.38415,-0.792555397728002
"504",3,45187,"5AA",1537,34.505,14.64,14.64,"NOR",14.20985,14.2825025568184
"505",4,45187,"5AA",2073.9,19.034,-2.844,-2.844,"GLU",-3.27415,-2.42749176136602
"506",5,45187,"5AA",2188.2,17.689,-4.737,-4.737,"PHE",-5.16715,-4.96654744318299
"507",6,45188,"5AA",1280.3,30.07,-0.888,-0.888,"ALA",-1.31815,-1.67584829545539
"508",7,45188,"5AA",1401.1,19.851,-0.815,-0.815,"VAL",-1.24515,-0.714832386364111
"509",8,45188,"5AA",1538.9,34.303,14.758,14.758,"NOR",14.32785,14.4129153409093
"510",9,45188,"5AA",2075.8,18.42,-3.481,-3.481,"GLU",-3.91115,-3.18805056818355
"511",10,45188,"5AA",2190.1,17.208,-4.751,-4.751,"PHE",-5.18115,-5.09398465909246
"512",11,45189,"5AA",1280.5,28.372,-0.972,-0.972,"ALA",-1.40215,-1.81617187500067
"513",12,45189,"5AA",1401.3,18.617,-0.851,-0.851,"VAL",-1.28115,-0.812109375000675
"514",13,45189,"5AA",1539.3,32.123,14.473,14.473,"NOR",14.04285,14.1403281250002
"515",14,45189,"5AA",2075.8,17.533,-3.611,-3.611,"GLU",-4.04115,-3.44160937500198
"516",15,45189,"5AA",2190.1,16.167,-4.674,-4.674,"PHE",-5.10415,-5.13042187500102
"517",16,45193,"22_E_2_R",1274.7,10.958,23.758,23.758,"ALA",23.32785,22.6885338068178
"518",17,45193,"22_E_2_R",1396.5,6.33,15.733,15.733,"VAL",15.30285,15.526782670454
"519",18,45193,"22_E_2_R",1524.4,6.158,13.483,13.483,"NOR",13.05285,13.1999792613638
"520",19,45193,"22_E_2_R",2063.9,8.463,23.915,23.915,"GLU",23.48485,23.5901553977252
"521",20,45193,"22_E_2_R",2171.7,1.597,2.795,2.795,"PHE",2.36485,1.88482926136291
"522",21,45194,"22_E_2_R",1274.3,10.174,23.742,23.742,"ALA",23.31185,22.616210227272
"523",22,45194,"22_E_2_R",1396.1,7.999,14.045,14.045,"VAL",13.61485,13.7775056818179
"524",23,45194,"22_E_2_R",1524,3.347,15.271,15.271,"NOR",14.84085,15.0003920454547
"525",24,45194,"22_E_2_R",2063.2,7.852,23.554,23.554,"GLU",23.12385,23.1055965909076
"526",25,45194,"22_E_2_R",2171.3,1.482,3.254,3.254,"PHE",2.82385,2.23039204545344
"527",26,45195,"22_E_2_R",1274.7,9.486,24.088,24.088,"ALA",23.65785,22.9058866477267
"528",27,45195,"22_E_2_R",1396.7,5.583,11.26,11.26,"VAL",10.82985,10.9312286931813
"529",28,45195,"22_E_2_R",1524.7,3.244,16.219,16.219,"NOR",15.78885,15.9608048295456
"530",29,45195,"22_E_2_R",2063.9,7.563,24.516,24.516,"GLU",24.08585,23.9440377840892
"531",30,45195,"22_E_2_R",2171.9,1.396,4.205,4.205,"PHE",3.77485,3.06795482954397
"532",31,45196,"5AA",1281.2,24.043,-0.318,-0.318,"ALA",-0.74815,-1.55643693181853
"533",32,45196,"5AA",1401.8,15.574,0.185,0.185,"VAL",-0.24515,-0.205048295454805
"534",33,45196,"5AA",1539.7,28.122,15.598,15.598,"NOR",15.16785,15.3522176136365
"535",34,45196,"5AA",2077,15.498,-2.441,-2.441,"GLU",-2.87115,-3.13652102272832
"536",35,45196,"5AA",2190.9,14.028,-3.509,-3.509,"PHE",-3.93915,-4.75948238636459
"537",36,45200,"92_W_2",1275.7,13.91,25.007,25.007,"ALA",24.57685,23.5432687499999
"538",37,45200,"92_W_2",1397.4,8.102,16.673,16.673,"VAL",16.24285,16.0378437499994
"539",38,45200,"92_W_2",1524.2,7.107,15.437,15.437,"NOR",15.00685,15.24086875
"540",39,45200,"92_W_2",2062,7.415,22.479,22.479,"GLU",22.04885,21.2892437499988
"541",40,45200,"92_W_2",2172.3,1.908,7.478,7.478,"PHE",7.04785,5.77376874999934
"542",41,45201,"92_W_2",1275.5,12.8,24.724,24.724,"ALA",24.29385,23.2039451704542
"543",42,45201,"92_W_2",1397,7.636,16.733,16.733,"VAL",16.30285,16.0365667613633
"544",43,45201,"92_W_2",1524,3.968,16.595,16.595,"NOR",16.16485,16.4112815340909
"545",44,45201,"92_W_2",2061.8,6.856,23.054,23.054,"GLU",22.62385,21.7406849431804
"546",45,45201,"92_W_2",2172.1,1.716,9.733,9.733,"PHE",9.30285,7.91533153408987
"547",46,45202,"92_W_2",1275.3,12.299,24.557,24.557,"ALA",24.12685,22.9806215909089
"548",47,45202,"92_W_2",1396.7,7.527,16.177,16.177,"VAL",15.74685,15.4192897727267
"549",48,45202,"92_W_2",1523.8,2.583,11.02,11.02,"NOR",10.58985,10.8486943181819
"550",49,45202,"92_W_2",2061.6,6.283,23.173,23.173,"GLU",22.74285,21.7361261363629
"551",50,45202,"92_W_2",2172.1,1.633,8.696,8.696,"PHE",8.26585,6.76489431818131
"552",51,45203,"5AA",1281.2,21.941,0.329,0.329,"ALA",-0.10115,-1.30370198863639
"553",52,45203,"5AA",1401.8,13.937,0.375,0.375,"VAL",-0.05515,-0.443987215909389
